Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data
Osasco;SP;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;63.000.000,00;17944.001661/2014-17;3534401;Deferido;14/09/2015
Osório;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.850.000,00;00000.000000/0095-57;4313508;Devolvido;06/09/2013
Osório;RS;Município;Operação Contratual Interna;Renegociação de dívidas;Empresa Estatal;Companhia Estadual de Distribuição de Energia Elétrica;Real;4.164.394,26;17944.000872/2007-03;4313508;Deferido;22/06/2007
Osório;RS;Município;Operação Contratual Interna;Renegociação de dívidas;Empresa Estatal;Companhia Estadual de Distribuição de Energia Elétrica;Real;2.256.704,19;17944.000873/2007-40;4313508;Deferido;22/06/2007
Osório;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.850.000,00;17944.001621/2013-86;4313508;Arquivado por decurso de prazo;16/10/2014
Osório;RS;Município;Operação Contratual Interna;Saneamento para Todos;Instituição Financeira Nacional;Caixa Econômica Federal;Real;18.000.000,00;19406.000146/2007-03;4313508;Deferido;22/06/2007
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;401.500,00;00000.000000/0054-94;3534609;Devolvido;31/03/2010
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;401.500,00;00000.000000/0059-63;3534609;Devolvido;04/08/2010
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;401.500,00;00000.000000/0063-38;3534609;Devolvido;29/11/2010
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;401.500,00;00000.000000/0064-76;3534609;Devolvido;31/12/2010
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.250.000,00;00000.000000/0065-19;3534609;Devolvido;31/12/2010
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;401.500,00;00000.000000/0072-65;3534609;Devolvido;02/09/2011
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.250.000,00;00000.000000/0072-66;3534609;Devolvido;02/09/2011
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.250.000,00;00000.000000/0078-95;3534609;Devolvido;04/11/2011
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;600.000,00;17944.000708/2010-93;3534609;Deferido;15/05/2012
Osvaldo Cruz;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.250.000,00;17944.002122/2011-44;3534609;Arquivado por decurso de prazo;22/01/2013
Otacílio Costa;SC;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;114.000,00;17944.000571/2008-52;4211751;Arquivado;02/10/2008
Otacílio Costa;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.499.630,11;17944.000687/2012-78;4211751;Deferido;29/06/2012
Otacílio Costa;SC;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.361.755,00;17944.001638/2014-14;4211751;Deferido;27/03/2015
Otacílio Costa;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;90.000,00;19406.000007/2002-67;4211751;Deferido;23/04/2002
Otacílio Costa;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;19406.000026/2004-55;4211751;Deferido;11/02/2004
Otacílio Costa;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;19406.000124/2004-92;4211751;Deferido;30/04/2004
Otacílio Costa;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;250.000,00;19406.000198/2002-67;4211751;Deferido;25/09/2002
Otacílio Costa;SC;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;200.000,00;19406.000339/2002-41;4211751;Deferido;12/12/2002
Otacílio Costa;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;2.000.000,00;19406.000490/2007-94;4211751;Deferido;21/12/2007
Otacílio Costa;SC;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;825.000,00;19406.000826/2006-38;4211751;Deferido;30/05/2007
Ourilândia do Norte;PA;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.250.000,00;00000.000000/0024-24;1505437;Devolvido;10/11/2009
Ourilândia do Norte;PA;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.000.000,00;17944.001327/2011-11;1505437;Arquivado por decurso de prazo;18/01/2013
Ourinhos;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;3.000.000,00;00000.000000/0059-41;3534708;Devolvido;22/07/2010
Ourinhos;SP;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;3.000.000,00;00000.000000/0060-70;3534708;Devolvido;03/09/2010
Ourinhos;SP;Município;Operação Contratual Interna;PAC 2 - Saneamento;Instituição Financeira Nacional;Caixa Econômica Federal;Real;17.867.664,19;00000.000000/0112-89;3534708;Devolvido;29/04/2014
Ourinhos;SP;Município;Operação Contratual Interna;Saneamento para Todos;Instituição Financeira Nacional;Caixa Econômica Federal;Real;50.350.500,00;17944.000376/2007-41;3534708;Deferido;09/08/2007
Ourinhos;SP;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;1.400.000,00;17944.000578/2010-99;3534708;Deferido;30/11/2011
Ourinhos;SP;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;17.867.664,19;17944.000957/2014-11;3534708;Deferido;04/09/2014
Ourinhos;SP;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.590.228,00;17944.001054/2005-58;3534708;Arquivado;15/02/2006
Ourinhos;SP;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;3.000.000,00;17944.001555/2010-00;3534708;Deferido;30/11/2011
Ourinhos;SP;Município;Operação Contratual Interna;Renegociação de dívidas;Outras;Pessoa Jurídica;Real;183.135,60;17944.001669/2005-84;3534708;Deferido;09/08/2007
Ourizona;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;775.000,00;17944.000628/2012-08;4117404;Deferido;03/06/2013
Ourizona;PR;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto;Empresa Estatal;Companhia de Saneamento do Paraná;Real;32.520,00;17944.000629/2012-44;4117404;Regularizado;03/06/2013
Ourizona;PR;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;300.000,00;17944.000823/2012-20;4117404;Deferido;04/06/2013
Ourizona;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;225.000,00;19406.000022/2008-09;4117404;Deferido;14/03/2008
Ourizona;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;52.657,93;19406.000023/2008-45;4117404;Regularizado;14/03/2008
Ourizona;PR;Município;Operação Contratual Interna;Desenvolvimento sustentável;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;205.000,00;19406.000469/2006-16;4117404;Arquivado;11/01/2007
Ourizona;PR;Município;Operação Contratual Interna;Multissetorial;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;50.000,00;19406.000470/2006-32;4117404;Arquivado;11/01/2007
Ourizona;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;227.900,00;19406.000611/2008-89;4117404;Deferido;04/07/2008
Ourizona;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;71.238,00;19406.000660/2008-11;4117404;Regularizado;04/07/2008
Ourizona;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;96.932,16;19406.000661/2008-66;4117404;Regularizado;04/07/2008
Ouro;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.050.000,00;17944.000690/2012-91;4211801;Deferido;06/06/2012
Ouro;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;970.000,00;17944.000691/2012-36;4211801;Deferido;14/06/2012
Ouro;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;420.000,00;19406.000421/2007-81;4211801;Deferido;05/11/2007
Ouro Branco;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000,00;00000.000000/0021-02;3145901;Devolvido;28/07/2009
Ouro Branco;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000,00;00000.000000/0021-52;3145901;Devolvido;03/08/2009
Ouro Branco;RN;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;200.000,00;17944.000634/2008-71;2408508;Arquivado;29/08/2008
Ouro Branco;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.358.046,47;17944.000848/2010-61;3145901;Deferido;19/07/2010
Ouro Branco;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.250.000,00;17944.001045/2009-91;3145901;Deferido;30/05/2011
Ouro Branco;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;321.000,00;17944.001088/2010-18;3145901;Deferido;31/08/2010
Ouro Branco;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.680.000,00;17944.001216/2011-04;3145901;Arquivado por decurso de prazo;24/01/2013
Ouro Branco;MG;Município;Operação Contratual Interna;Caminho da Escola 4;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;456.000,00;17944.001498/2008-36;3145901;Arquivado;23/10/2008
Ouro Branco;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.000.000,00;17944.001878/2013-38;3145901;Deferido;13/06/2014
Ouro Fino;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.209.830,00;00000.000000/0105-75;3146008;Devolvido;19/12/2013
Ouro Fino;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.209.830,00;00000.000000/0110-30;3146008;Devolvido;17/02/2014
Ouro Fino;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.209.830,00;17944.000471/2014-74;3146008;Deferido;22/04/2014
Ouro Fino;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.553.355,00;17944.000902/2010-79;3146008;Deferido;20/07/2010
Ouro Preto;MG;Município;Operação Contratual Interna;Saneamento para Todos;Instituição Financeira Nacional;Caixa Econômica Federal;Real;19.297.887,00;17944.000684/2007-77;3146107;Arquivado;04/09/2007
Ouro Preto;MG;Município;Operação Contratual Interna;PAC - Saneamento - 2008 B;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;8.825.878,81;17944.001076/2008-61;3146107;Deferido;06/06/2008
Ouro Preto;MG;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.142.798,00;19405.000007/2004-39;3146107;Deferido;31/03/2004
Ouro Preto;MG;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.346.000,00;19405.000054/2003-00;3146107;Deferido;18/09/2003
Ouro Preto;MG;Município;Operação Contratual Interna;Fortalecimento Institucional;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;414.000,00;19405.000055/2003-46;3146107;Deferido;18/09/2003
Ouro Preto do Oeste;RO;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;6.965.000,00;00000.000000/0053-02;1100155;Devolvido;10/02/2010
Ouro Preto do Oeste;RO;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Centrais Elétricas de Rondônia S/A;Real;107.356,98;17944.000213/2014-98;1100155;Pendente de regularização;25/03/2015
Ouro Preto do Oeste;RO;Município;Operação Contratual Interna;PNAFM;Instituição Financeira Nacional;Caixa Econômica Federal;Real;379.431,00;17944.000827/2004-06;1100155;Arquivado;15/09/2004
Ouro Preto do Oeste;RO;Município;Operação Contratual Interna;RELUZ;Empresa Estatal;Centrais Elétricas de Rondônia S/A;Real;134.172,71;17944.001694/2005-68;1100155;Arquivado a pedido;18/01/2006
Ouro Preto do Oeste;RO;Município;Operação Contratual Interna;RELUZ;Empresa Estatal;Centrais Elétricas de Rondônia S/A;Real;134.172,71;17944.001696/2005-57;1100155;Arquivado a pedido;24/07/2014
Ouro Preto do Oeste;RO;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.250.000,00;17944.001784/2013-69;1100155;Arquivado por decurso de prazo;23/01/2015
Ouro Verde;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;00000.000000/0066-19;4211850;Devolvido;21/03/2011
Ouro Verde;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;00000.000000/0069-67;4211850;Devolvido;14/07/2011
